Date,Close/Last,Volume,Open,High,Low
08/12/2022,$249.3,6098531,$244.81,$249.41,$243.76
08/11/2022,$242.7,8780062,$244.68,$251.62,$241.51
08/10/2022,$244.11,9254760,$236.99,$244.54,$236.5958
08/09/2022,$229.94,6181194,$231.62,$232.1999,$224.65
08/08/2022,$233.49,10997410,$227.49,$241.9599,$226.41
08/05/2022,$226.78,5539733,$225.3,$228.62,$222.87
08/04/2022,$229.91,7142741,$227.68,$232.07,$225.05
08/03/2022,$226.73,6400701,$224.79,$228.1,$222.42
08/02/2022,$221.42,6361327,$222.76,$228.2,$220.88
08/01/2022,$226.21,5525044,$223.095,$228.39,$221
07/29/2022,$224.9,9064937,$223.29,$230.75,$222.4
07/28/2022,$226.02,8972738,$224.6,$228.1,$219.67
07/27/2022,$226.75,10508390,$216.48,$227.78,$214.58
07/26/2022,$213.91,9508532,$216.66,$219.39,$211.64
07/25/2022,$218.51,10935250,$221.31,$225.23,$216.35
07/22/2022,$220.44,17805450,$222.38,$229.35,$218.44
07/21/2022,$223.88,23430120,$214.3,$224.32,$211.5
07/20/2022,$216.44,53920270,$208.17,$216.9699,$200.1
07/19/2022,$201.63,28178720,$193.02,$201.97,$188.4
07/18/2022,$190.92,16322850,$192.5,$199.67,$189.8
07/15/2022,$189.11,16319120,$175.58,$189.22,$174.56
07/14/2022,$174.78,9039457,$175.56,$177.52,$171.82
07/13/2022,$176.56,12734420,$170.5,$179.18,$169.702
07/12/2022,$174.45,6845264,$177.33,$179.7839,$173.42
07/11/2022,$177.34,6048447,$184.73,$184.99,$176.89
07/08/2022,$186.975,5835680,$186.02,$189.91,$182.75
07/07/2022,$189.27,6334545,$184.27,$190.21,$183.5
07/06/2022,$184.06,5753385,$185.2,$186.22,$180.82
07/05/2022,$185.88,7339023,$176.28,$185.92,$172.6801
07/01/2022,$179.95,5201583,$176.49,$180.1,$174.27
06/30/2022,$174.87,7894710,$177.07,$179.45,$170.3
06/29/2022,$178.36,5766847,$179.55,$180.665,$175.1
06/28/2022,$179.6,7201897,$189.2,$192.2,$179.37
06/27/2022,$189.14,8363879,$191.77,$191.78,$182.39
06/24/2022,$190.85,12423970,$183.5,$191.19,$181.84
06/23/2022,$181.71,9538226,$180.5,$182.76,$175.87
06/22/2022,$178.89,12010620,$170.75,$182.82,$170.2
06/21/2022,$170.91,12177590,$177.6,$178.6189,$169.8
06/17/2022,$175.51,12133370,$173.63,$179.65,$173.34
06/16/2022,$173.35,8201306,$174,$176.27,$171.56
06/15/2022,$180.11,12396040,$169.258,$183.845,$168.53
06/14/2022,$167.54,11555320,$169.75,$172.0622,$164.28
06/13/2022,$169.69,10222410,$177.07,$179.09,$168.9571
06/10/2022,$182.94,13074280,$182.64,$185.86,$180.85
06/09/2022,$192.77,6948967,$200.65,$201.69,$192.54
06/08/2022,$202.83,7244121,$197.95,$207.38,$197.64
06/07/2022,$198.61,4839491,$194.87,$199.6,$193
06/06/2022,$197.14,5372043,$202.09,$203.87,$195.38
06/03/2022,$198.98,7191775,$200.14,$202.95,$198.05
06/02/2022,$205.09,9623121,$192.02,$205.47,$191.72
06/01/2022,$192.91,8416151,$198.7,$202.74,$191.6606
05/31/2022,$197.44,11398460,$196.18,$199.95,$190.8
05/27/2022,$195.19,8585987,$193.19,$195.25,$190.3722
05/26/2022,$191.4,8049933,$186.49,$192.3402,$183.0916
05/25/2022,$187.83,8522092,$180.28,$188.87,$180.17
05/24/2022,$180.34,7706372,$182,$184,$177.17
05/23/2022,$187.44,9602027,$186.15,$187.66,$177.89
05/20/2022,$186.35,10429400,$185.867,$190.19,$179.77
05/19/2022,$183.48,10448510,$178.045,$186.3,$175.71
05/18/2022,$177.19,9665632,$186.72,$187.7,$176.27
05/17/2022,$190.56,9876685,$189.17,$191.4,$185.17
05/16/2022,$186.51,16145010,$193.3,$195.89,$185.7
05/13/2022,$187.64,13136330,$177.16,$187.77,$176.01
05/12/2022,$174.31,17662120,$163.96,$177.58,$162.71
05/11/2022,$166.37,12665520,$176.09,$180.92,$165.55
05/10/2022,$177.66,13883910,$176.01,$181.8712,$170.57
05/09/2022,$173.1,14031330,$177.655,$183.2,$172.3
05/06/2022,$180.97,17185480,$186.75,$187.21,$175.81
05/05/2022,$188.32,13971330,$200.45,$200.71,$186
05/04/2022,$204.01,12218780,$197.65,$204.38,$191.01
05/03/2022,$199.87,11839430,$198.29,$203.2,$194.77
05/02/2022,$199.46,14591600,$191.71,$200.2141,$190.01
04/29/2022,$190.36,16391890,$198.68,$204.71,$190
04/28/2022,$199.52,21363160,$191.56,$201.48,$185.6
04/27/2022,$188.54,22298390,$194.005,$200.19,$187.77
04/26/2022,$198.4,20318090,$208.8,$209.15,$198.2773
04/25/2022,$209.91,28152050,$213.81,$216.66,$204.51
04/22/2022,$215.52,37515130,$220.18,$226.27,$210.05
04/21/2022,$218.22,53501600,$220,$227.68,$211.52
04/20/2022,$226.19,133387500,$245.2,$248.7,$212.51
04/19/2022,$348.61,20906890,$333.22,$351.68,$333.22
04/18/2022,$337.86,5105041,$340,$342.36,$331.615
04/14/2022,$341.13,4343837,$350.95,$352,$339.86
04/13/2022,$350.43,3230950,$343.92,$352,$341.155
04/12/2022,$344.1,3824261,$355.91,$359.41,$342.25
04/11/2022,$348,3777096,$350,$354.78,$345.2
04/08/2022,$355.88,4025183,$361.96,$362.5,$354.865
04/07/2022,$362.15,4948909,$365,$368.54,$353.6897
04/06/2022,$368.35,4354885,$374.15,$376.4699,$362.73
04/05/2022,$380.15,4234508,$389.3,$390,$377.305
04/04/2022,$391.5,7009235,$373.55,$396.02,$373.13
04/01/2022,$373.47,4644237,$376.8,$380.87,$368.5
03/31/2022,$374.59,4134720,$383.59,$384,$373.61
03/30/2022,$381.47,4023301,$389.55,$392.7,$378.625
03/29/2022,$391.82,5880723,$384.39,$396.5,$380.33
03/28/2022,$378.51,4323435,$375.23,$380.28,$366.73
03/25/2022,$373.85,3575953,$377.07,$377.64,$366.43
03/24/2022,$375.71,3888461,$379.76,$379.76,$368.9
03/23/2022,$374.49,3728954,$379.77,$382.46,$374.49
03/22/2022,$382.92,4242762,$371.14,$386.66,$366.76
03/21/2022,$374.59,4866463,$378.02,$381.82,$368.94
03/18/2022,$380.6,8324825,$372,$381.8,$368.47
03/17/2022,$371.4,5818348,$359.7,$373.31,$354.88
03/16/2022,$357.53,6982469,$348.2,$359.99,$343.06
03/15/2022,$343.75,5460640,$335.1,$345.36,$332.36
03/14/2022,$331.01,5907817,$338.72,$341.32,$329.82
03/11/2022,$340.32,4819925,$361.19,$363.36,$340
03/10/2022,$356.77,4807767,$356.2,$367.02,$353.3
03/09/2022,$358.79,6520186,$357.685,$364.14,$350.5089
03/08/2022,$341.76,6428655,$349.8,$358.86,$340.67
03/07/2022,$350.26,5708383,$360.41,$361.995,$350.2
03/04/2022,$361.73,5329180,$368,$374.8186,$357.17
03/03/2022,$368.07,6076836,$386,$386.12,$364.65
03/02/2022,$380.03,5356809,$388.93,$389.22,$375.21
03/01/2022,$386.24,3290439,$391.6,$395,$383.705
02/28/2022,$394.52,5035046,$387.33,$397.75,$382.13
02/25/2022,$390.8,4841636,$386.61,$391.29,$375.58
02/24/2022,$390.03,7068724,$355.09,$390.73,$354.72
02/23/2022,$367.46,4614290,$382.72,$386,$366.66
02/22/2022,$377.38,6697515,$388.95,$392.42,$373.02
02/18/2022,$391.29,6801668,$392.53,$402.87,$389.0466
02/17/2022,$386.67,4669222,$394.235,$399.11,$385.7
02/16/2022,$398.08,5277650,$401.53,$401.56,$390.3842
02/15/2022,$407.46,5395641,$403.79,$409.1619,$401.01
02/14/2022,$396.57,7202155,$387.59,$409.36,$386.891
02/11/2022,$391.31,7558939,$405.33,$411.6103,$387.65
02/10/2022,$406.27,8452915,$402.1,$408,$396.36
02/09/2022,$412.89,7738227,$408.65,$412.98,$398.79
02/08/2022,$403.53,6818543,$398.18,$406.61,$395.83
02/07/2022,$402.1,8232859,$410.17,$412.35,$393.55
02/04/2022,$410.17,7789798,$407.31,$412.77,$396.6391
02/03/2022,$405.6,9905210,$421.44,$429.26,$404.28
02/02/2022,$429.48,14346010,$448.25,$451.98,$426.48
02/01/2022,$457.13,22568100,$432.96,$458.48,$425.5401
01/31/2022,$427.14,20047450,$401.97,$427.7,$398.2
01/28/2022,$384.36,11966610,$386.76,$387,$372.08
01/27/2022,$386.7,24324750,$382.06,$394.8,$378.1
01/26/2022,$359.7,12683980,$378.27,$382.66,$356.62
01/25/2022,$366.42,15145820,$379.14,$387.71,$365.13
01/24/2022,$387.15,32386780,$383.91,$387.26,$351.46
01/21/2022,$397.5,58904270,$400.425,$409.1499,$379.99
01/20/2022,$508.25,12658990,$517.75,$526.64,$506.93
01/19/2022,$515.86,4353508,$515,$523.21,$510.51
01/18/2022,$510.8,4844418,$520.08,$521.75,$508.68
01/14/2022,$525.69,7861109,$517.6,$538.37,$511.88
01/13/2022,$519.2,4475063,$537.06,$540.79,$518.26
01/12/2022,$537.22,3787372,$544.27,$544.27,$532.02
01/11/2022,$540.84,3077836,$536.99,$543.91,$530.07
01/10/2022,$539.85,4486145,$538.49,$543.69,$526.32
01/07/2022,$541.06,3382873,$549.46,$553.43,$538.2175
01/06/2022,$553.29,5711795,$554.34,$563.36,$542.01
01/05/2022,$567.52,4148749,$592,$592.84,$566.88
01/04/2022,$591.15,4393135,$599.91,$600.4099,$581.6
01/03/2022,$597.37,3068808,$605.61,$609.99,$590.56
12/31/2021,$602.44,1995918,$610.01,$614.075,$602.05
12/30/2021,$612.09,1625093,$612.99,$620.61,$611.2401
12/29/2021,$610.54,1287513,$610.71,$613.98,$604.68
12/28/2021,$610.71,1884116,$614.95,$618.41,$609.69
12/27/2021,$613.12,2062233,$615,$615,$609.25
12/23/2021,$614.09,1621146,$616.4,$616.88,$607.57
12/22/2021,$614.24,2335745,$603.36,$614.82,$602.63
12/21/2021,$604.92,2319390,$597.5434,$607.82,$593.8611
12/20/2021,$593.74,3358404,$586.43,$602.8847,$584.26
12/17/2021,$586.73,4433706,$591.61,$593.25,$581.74
12/16/2021,$591.06,3143217,$597.09,$602.8308,$588
12/15/2021,$605.04,2866196,$598.18,$605.69,$584.51
12/14/2021,$597.99,2984536,$598.71,$602.29,$588.13
12/13/2021,$604.56,2517915,$612,$612.64,$599.52
12/10/2021,$611.66,2748774,$616.78,$617.74,$605.88
12/09/2021,$611,2376321,$627.58,$630.24,$610.44
12/08/2021,$628.08,2220308,$630,$632.455,$623.2
12/07/2021,$625.58,3125190,$619.83,$628.89,$611.4
12/06/2021,$612.69,3075672,$606.01,$617.29,$601
12/03/2021,$602.13,4829282,$622.75,$625.5,$594
12/02/2021,$616.47,3331131,$617.1,$625.36,$612.88
12/01/2021,$617.77,3897019,$649.48,$654.52,$617.07
11/30/2021,$641.9,5608919,$668.198,$675.38,$640.01
11/29/2021,$663.84,2529364,$663.2,$667.99,$658.29
11/26/2021,$665.64,2872513,$675,$676.405,$660.67
11/24/2021,$658.29,1867282,$658.01,$661.44,$651.1
11/23/2021,$654.06,2320917,$658.18,$666.43,$646.05
11/22/2021,$659.2,2765318,$676.02,$679.48,$656.47
11/19/2021,$678.8,2614852,$692.35,$694.16,$675
11/18/2021,$682.02,2014992,$691.61,$691.74,$679.735
11/17/2021,$691.69,2732831,$690,$700.9894,$686.09
11/16/2021,$687.4,2077387,$678.27,$688.3599,$676.9
11/15/2021,$679.33,2872186,$681.235,$685.2599,$671.49
11/12/2021,$682.61,4198410,$660.01,$683.34,$653.82
11/11/2021,$657.58,2868311,$650.24,$665.82,$649.705
11/10/2021,$646.91,2405785,$653.01,$660.3306,$642.11
11/09/2021,$655.99,2415630,$653.7,$660.5,$650.52
11/08/2021,$651.45,2887523,$650.29,$656,$643.79
11/05/2021,$645.72,5283488,$663.97,$665.64,$645.01
11/04/2021,$668.4,4865023,$685.89,$685.94,$665.5
11/03/2021,$688.29,2334852,$677.27,$689.39,$677.27
11/02/2021,$677.72,3888597,$683.11,$687.68,$673.82
11/01/2021,$681.17,3110911,$689.06,$689.97,$676.54
10/29/2021,$690.31,3825279,$673.06,$690.9699,$671.24
10/28/2021,$674.05,2859409,$670.949,$676.8,$668.03
10/27/2021,$662.92,2276914,$669,$671.41,$661.85
10/26/2021,$668.52,2904840,$673.76,$676.4899,$662.77
